id	alias	apt	attack_country	attack_means	attack_target	belong_country	create_time	creation_date	note	update_time	status
301		Careto				西班牙	2022-04-27	NULL	这个威胁行为者的目标是政府、外交使团、能源部门的私营公司和学术机构，目的是进行间谍活动。 The Mask是一个高级威胁行动者，至少从2007年开始就参与网络间谍活动。Mask”这个名字来自西班牙俚语Careto”(丑陋的脸”或面具”)，作者将其包含在一些恶意软件模块中。迄今为止，已在31个国家观察到380多名独特的受害者。《The Mask 》的特别之处在于攻击者所使用的工具集的复杂性。这包括一个极其复杂的恶意软件、一个rootkit、一个bootkit、32- 64位的Windows版本、Mac OS	2022-04-27	保留
304	Parastoo,NewsBeef,Newscaster,iKittens,Newsbeef,Group 83	CharmingKitten				伊朗	2022-04-27		Charming Kitten(又名Parastoo，或者Newscaster)是一个涉嫌与伊朗有联系的组织，其目标是涉及政府、国防技术、军事和外交部门的组织	2022-11-17	保留
307		Chimera					2022-04-27		Chimera是一个疑似总部位于中国大陆的威胁组织，至少自2018年以来一直活跃，目标是台湾的半导体行业以及航空业的数据	2022-11-11	保留
310	Greenbug,OilRig	Chrysene				伊朗	2022-04-27		攻击者滥用ICS(基于Dragos Inc的攻击者列表)。这一威胁行为者以从事间谍活动为目的，针对主要在海湾地区从事石油、天然气和电力生产的组织。根据一家网络安全公司的说法，威胁行为者侵入目标机器，并将其传递给另一个威胁行为者进行进一步的利用	2022-11-11	保留
313	CIRCUS SPIDER	CircusSpider				俄罗斯	2022-04-27		据Crowdstrike报道，NetWalker勒索软件是由一位名叫CIRCUS SPIDER的俄语演员开发和维护的。NetWalker最初于2019年9月发现，其编译时间可追溯到2019年8月28日，已被发现用于大型游戏狩猎(BGH)风格的操作，同时也通过垃圾邮件分发。CIRCUS SPIDER正在宣传NetWalkeras是一个封闭的附属程序，并在被接受为附属程序之前对申请人进行验证。要求范围从提供类似附属项目的收入证明，在该领域的经验，以及申请人的目标行业类型。	2022-11-17	保留
316		CleverKitten				伊朗	2022-04-27		Clever Kitten主要攻击目标为那些违背伊朗国家利益的跨国企业，相比于其他APT组织倾向于进行PHP服务器端攻击，之所以存在这样的倾向可能与该组织具备绕过如数据执行保护（DEP）或地址空间布局随机化（ASLR）的能力相关。	2022-11-17	保留
319	CLOCKWORK SPIDER	ClockworkSpider					2022-04-27		CLOCKWORD SPIDER是一个机会主义攻击者，通过在受害者上安装自定义根证书以支持中间人进行网络监视。	2022-11-17	保留
322	GOLD KINGSWOOD,Cobalt Group,Cobalt Gang,COBALT SPIDER	Cobalt	东欧、中亚、东南亚、北美、西欧和南美	钓鱼邮件	金融机构		2022-04-27	NULL	Cobalt Group是一个以财务为动机的威胁集团，至少自2016年以来，其主要目标是金融机构。该组织通过针对ATM系统、银行卡处理系统、支付系统和SWIFT系统进行入侵，窃取资金。Cobalt集团主要瞄准东欧、中亚、东南亚的银行。其中一名头目于2018年初在西班牙被捕，但该组织似乎仍很活跃。众所周知，该组织以组织为目标，利用它们的访问权限，然后危害更多的受害者。报告显示，Cobalt集团与恶意软件Carbanak以及Carbanak集团之间可能存在联系	2022-04-27	保留
325	COBALTJUNO	CobaltJuno					2022-04-27		COBALT JUNO至少从2013年开始运营，专注于位于中东地区的目标，包括伊朗、约旦、埃及和黎巴嫩。COBALT JUNO自制间谍软件家族SABER1和SABER2，包括监视功能和伪装为合法的软件工具，如Adobe Updater, StickyNote和ASKDownloader。反恐组的研究人员估计，COBALT JUNO至少从2015年年中开始运行ZooPark的Android间谍软件。2018年，zopark在供应商报告和C2服务器数据的高调泄露中公开暴露。COBALT JUNO与伊朗的一家私	2022-11-17	保留
328	Hive0081 (IBM),xHunt,xHunt campaign (Palo Alto),SectorD01 (NHSC)	CobaltKatana					2022-04-27		COBALT KATANA至少自2018年3月以来一直很活跃，它的许多业务集中在基于科威特或与科威特有关的组织。该组织的目标是政府、物流和航运组织。攻击者通过DNS劫持、SMB强制认证和密码暴力攻击等方式获得对目标的初始访问权。COBALT KATANA运营一个称为Sakabota Framework的定制平台，也称为Sakabota Core，附带一套免费的模块化后门和附件工具，包括Gon, Hisoka, Hisoka Netero, Killua, Diezen和Eye。该组织已经在其恶意软件和恶意	2022-12-26	保留
331	Nahr el bared,Nahr Elbard	ColdRiver					2022-04-27		Cold River”是一个复杂的威胁(参与者)，它利用DNS子域劫持、证书欺骗和隐蔽的隧道化命令和控制流量，结合复杂和令人信服的引诱文档和自定义植入	2024-03-26	保留
334		CommonRaven					2022-04-27		威胁行为者Common Raven一直积极针对金融机构，破坏其SWIFT支付基础设施，发送欺诈性支付。	2022-11-17	保留
337	Slayer Kitten	CopyKittens	以色列、沙特阿拉伯、土耳其、美国、约丹和德国	通过钓鱼邮件、Web应用程序攻击、水坑攻击窃取数据进行网络间谍活动	针对以色列、沙特阿拉伯、土耳其、美国、约旦与德国等地区的政府、国防与学术机构进行网络间谍活动	伊朗	2022-04-27		CopyKittens是伊朗的一个网络间谍组织，至少从2013年就开始运作了。它的目标国家包括以色列、沙特阿拉伯、土耳其、美国、约旦和德国。该组织发起了Wilted Tulip行动”	2023-10-17	保留
340	TunisianCyberArmy	CorsairJackal				突尼斯国家	2022-04-27		Corsair Jackal组织最早活跃于2013年，针对金融、石油、天然气和航运部门进行了少数几次但备受瞩目的攻击。	2022-11-17	保留
343		CostaRicto					2022-04-27	NULL	CostaRicto是一个疑似雇佣黑客的网络间谍活动，至少自2019年以来，该活动已针对全球多个行业。CostaRicto的目标大部分是金融机构，分布在欧洲、美洲、亚洲、澳大利亚和非洲，主要集中在南亚	2022-04-27	保留
346	ITSecTeam,Ghambar,Magic Hound,TG-2889,Operation Cleaver,Threat Group 2889,2889,Tarh Andishan,Group 41,Cleaver,Cobalt Gypsy,Alibaba	CuttingKitten				伊朗	2022-04-27		Dell SecureWorks Counter threat Unit™(CTU)的研究人员在跟踪一个疑似以伊朗为基地的名为 Threat Group-2889[1] (TG-2889)的威胁组织时，发现了一个伪造的LinkedIn个人资料网络。这些令人信服的个人资料形成了一个貌似已建立的LinkedIn用户自我引用的网络。CTU的研究人员确信这个网络的目的是通过社会工程来锁定潜在的受害者。大多数与假账户相关的合法LinkedIn账户都属于中东地区的个人，反恐组的研究人员以中等的信心评估这些人可能是TG	2022-11-17	保留
349		CyberBerkut				俄罗斯	2022-04-27		Cyber​​Berkut是一个亲俄罗斯的APT组织，他们从现已解散的乌克兰防暴警察那里借用了“Berkut”这个名字。Cyber​​Berkut主要针对亲西方政府的机构如北约，使用到的攻击技术有分布式拒绝服务攻击（DDOS），在2014年大选期间破坏乌克兰中央选举委员会的网络，入侵了乌克兰的广告牌并显示了亲俄罗斯的信息。另外该组织从入侵的网络中窃取电子邮件，文件和截获的乌克兰高层电话并公之于众	2022-11-17	保留
352	Islamic State Hacking Division,CCA,United Cyber Caliphate,UUC,CyberCaliphate	CyberCaliphateArmy					2022-04-27		Cyber Caliphate Army自称是伊拉克和黎凡特伊斯兰国（ISIS）的数字部队，其攻击活动包括澳大利亚机场，法国TV5Monde，美国军事数据库，英国内阁高管电子邮箱。	2022-11-17	保留
355	Fraternal Jackal	Cyber fighters of Izz Ad-Din Al Qassam				伊朗	2022-04-27	NULL	Cyber fighters of Izz Ad-Din Al Qassam组织主要通过分布式拒绝服务攻击对美国金融、银行和证券业进行攻击。	2022-04-27	保留
358		Danti	哈萨克斯坦|吉尔吉斯斯坦|乌兹别克斯坦|缅甸|尼泊尔|菲律宾				2022-04-27	NULL	Danti组织最早活跃于2015年，主要针对印度政府，同时打击哈萨克斯坦、吉尔吉斯斯坦、乌兹别克斯坦、缅甸、尼泊尔和菲律宾等东南亚国家。2016年2月至3月监测到利用CVE-2015-2545分发带有DOCX附件的钓鱼邮件。	2022-04-27	保留
361		DarkBasin					2022-04-27		Dark Basin是一个雇佣黑客组织，目标是六大洲的数千名个人和数百家机构。目标包括倡导团体和记者、民选和高级政府官员、对冲基金和多个行业。Dark Basin广泛针对美国的非营利组织，包括从事#ExxonKnew运动的组织，该运动声称埃克森美孚数十年来隐瞒了有关气候变化的信息。我们还认为，Dark Basin是网络中立倡导组织的网络钓鱼背后的组织，此前由电子前沿基金会报道。我们将Dark Basin与一家印度公司BellTroX InfoTech Services及其相关实体联系在一起	2022-11-11	保留
364		DarkCaracal				黎巴嫩	2022-04-27		Lookout和电子前沿基金会(EFF)发现了Dark Caracal，一个执着而多产的攻击者，在写这篇文章的时候，他被认为在贝鲁特属于黎巴嫩安全总局的一栋大楼里管理。目前，我们掌握了来自21个以上国家、数千名受害者的数百gb数据被窃取。被盗数据包括企业知识产权和个人身份信息	2022-11-11	保留
367	LazyMeerkat	DarkHydrus	中东	钓鱼邮件	政府、教育		2022-04-27		DarkHydrus是一个威胁组织，至少从2016年开始，它就以中东的政府机构和教育机构为目标。该组织大量利用开源工具和自定义负载进行攻击。	2022-11-11	保留
370		DarkVishnya					2022-04-27	NULL	被称为DarkVishnya,袭击目标至少八个银行使用的上网本或便宜的笔记本电脑,Raspberry Pi mini-computers, or a Bash Bunny ——一块USB-sized硬件用于渗透测试，可以冒充一个键盘,闪存,网络适配器,或者任何串行设备	2022-04-27	保留
373	SyrianElectronicArmy,SEA,SyrianElectronicArmy(SEA)	DeadeyeJackal		通过DDoS、恶意软件、网络钓鱼、垃圾邮件、网站污损等方式进行攻击	针对 BBC 新闻、美联社、国家公共广播电台、CBC 新闻、每日电讯报、华盛顿邮报等新闻网站进行攻击	叙利亚	2022-04-27		The Syrian Electronic Army (SEA)是一个电脑黑客组织，2011年首次出现在网上，支持叙利亚总统巴沙尔·阿萨德的政府。它使用垃圾邮件、网站污损、恶意软件、网络钓鱼和拒绝服务攻击，攻击目标是政治反对派组织、西方新闻机构、人权组织和对叙利亚冲突看似中立的网站。它还入侵了中东和欧洲的政府网站，以及美国的国防承包商。2011年，SEA成为第一个在国家网络上建立公共互联网军队，公开对敌人发动网络攻击的阿拉伯国家。SEA与叙利亚政府关系的确切性质随着时间的推移已经发生了变化，目前尚不清楚	2023-06-01	保留
376		DextorousSpider					2022-04-27		一个针对零售业的APT组织，暂时没有详细的分析报告	2022-11-17	保留
379	LadyBoyle,	DizzyPanda					2022-04-27		收录于MISP的APT组织，暂时未有详细分析报告	2022-11-17	保留
382	COBALT EDGEWATER	DNSpionage					2022-04-27		Cisco Talos最近发现了一项针对黎巴嫩和阿拉伯联合酋长国(UAE)的新活动，影响。gov域名，以及黎巴嫩一家私人航空公司。根据我们的研究，很明显，这个对手花了时间了解受害者的网络基础设施，以便在攻击过程中不被发现并尽可能不引人注意。基于该参与者的基础设施和ttp，我们无法将其与最近观察到的任何其他活动或参与者联系起来。这次特别的活动利用了两个虚假、恶意的网站，其中包含招聘信息，这些网站被用来通过嵌入宏的恶意Microsoft Office文档攻击目标。该参与者使用的恶意软件，我们称之为DNSpio	2022-11-11	保留
385	APT-C-50	DomesticKitten	中国，土耳其	利用app进行监控，分发途径源于各类社交网站和市场应用，包括宗教市场，反动派论坛等	针对可能对伊朗政府产生威胁的个人或团队，包括NCRI，ISIS支持者和反派相关人员等进行监视	伊朗	2022-04-27		一项广泛的监控行动针对特定群体的个人，他们使用恶意移动应用程序，收集设备上的敏感信息以及周围的语音录音。CheckPoint的研究人员发现了这种攻击，并将其命名为Domestic Kitten”。袭击目标是库尔德人和土耳其人，以及ISIS的支持者，所有伊朗公民。	2023-10-17	保留
388	GoldHeron	DoppelSpider					2022-04-27		2019年6月，CrowdStrike Intelligence观察到BitPaymer的一个源代码分支，并开始追踪名为DoppelPaymer的新勒索软件菌株。进一步的技术分析显示，两种版本的Dridex之间的区别越来越大，新版本被称为DoppelDridex。基于这些证据，CrowdStrike Intelligence评估了一个新群体从INDRIK SPIDER中分离出来，形成了对手DOPPEL SPIDER。DOPPEL SPIDER成立后，CrowdStrike Intelligence观察到该	2022-11-17	保留
391	CrouchingYeti,IRON LIBERTY,DYMALLOY,Beserk Bear,ALLANITE,Koala Team,Energetic Bear,Group 24,Crouching Yeti,CASTLE,Havex,TG-4192,BlackEnergy,Berserker Bear,APT-Q-80	Dragonfly	中国、美国	通过钓鱼邮件、水坑攻击部署Havex远程访问木马对目标进行攻击	针对美国和全球炼油厂、核设施和能源公司的工业控制系统(ICS)进行攻击	俄罗斯	2022-04-27		Dragonfly是一个网络间谍组织，至少从2011年就开始活跃。他们最初的目标是国防和航空公司，但在2013年初转向能源行业。他们还瞄准了与工业控制系统有关的公司。\n2015年出现了一个类似的组织，被Symantec识别为Dragonfly2.0。关于Dragonfly和Dragonfly2.0之间的重叠程度存在争议，但有足够的证据表明，它们被作为两个独立的群体进行跟踪。”	2023-10-17	保留
394	IRON LIBERTY,DYMALLOY,Berserk Bear	Dragonfly2.0				俄罗斯	2022-04-27		Dragonfly 2.0 是一个疑似俄罗斯组织，至少自2015年12月以来，该组织一直以政府实体和美国多个关键基础设施部门为目标。关于Dragonfly2.0和Dragonfly之间的重叠程度存在争议，但有足够的证据表明，它们被作为两个独立的群体进行跟踪。	2022-11-11	保留
397	Moafee,GREF,Moafee,BRONZE OVERBROOK,ke3chang,apt_ke3chang	DragonOK	日本、美国、台湾、俄罗斯	钓鱼邮件	高科技企业、制造业、能源行业、涉及南海政治问题的国家|组织以及个人	中国	2022-04-27		DragonOK”是一个以日本组织为目标的网络钓鱼组织。由于ttp重叠，包括类似的自定义工具，DragonOK被认为与Moafee威胁集团有直接或间接的关系。众所周知，它使用各种恶意软件，包括Sysget/HelloBridge, PlugX, PoisonIvy, FormerFirstRat, NFlog和NewCT。	2023-07-07	保留
400		DungeonSpider					2022-04-27		DUNGEON SPIDER是一个犯罪组织，其运营的勒索软件通常被称为Locky”，自2016年2月以来一直活跃，最后一次被发现是在2017年底。Locky是一个使用组合加密算法加密文件的勒索软件工具:RSA的密钥大小为2048位，AES的密钥大小为128位。Locky以大量文件扩展名为目标，能够对共享网络驱动器上的数据进行加密。为了进一步影响受害者并防止文件恢复，Locky删除了机器上所有的影子卷副本。《DUNGEON SPIDER》主要依靠带有恶意附件的垃圾邮件进行传播。Locky是与这个攻击者相关的	2022-11-17	保留
403		DustStorm					2022-04-27		Dust Storm是一个威胁组织，已经针对日本、韩国、美国、欧洲和几个东南亚国家的多个行业	2022-11-17	保留
406	Elderwood Gang,Beijing Group,Sneaky Panda	Elderwood	美国	0day漏洞、水坑攻击	国防组织|供应链制造商|人权和非政府组织（NGO）|IT服务提供商		2022-04-27	NULL	Elderwood是一个疑似中国网络间谍组织，据报道，该组织对2009年被称为极光行动”(Operation Aurora)的谷歌入侵负责。该组织的目标是国防组织、供应链制造商、人权和非政府组织(ngo)以及IT服务提供商。	2022-04-27	保留
409		ElectricPanda				中国	2022-04-27		一个针对电力行业的APT组织，暂时没有详细分析报告	2022-11-17	保留
412		EloquentPanda				中国	2022-04-27			2022-11-17	保留
415	EquationGroup,APT-C-40,PLATINUM TERMINAL,Five Eyes,EQGRP,Longhorn,Tilded Team,Lamberts,Equation,APT-Q-91	方程式	中国、俄罗斯、日本、意大利	通过水坑攻击,鱼叉攻击等感染了数千个，甚至上万个受害者	针对中国、俄罗斯、日本、意大利等45国，目标包括政府和外交机构、电信行业、航空行业、能源行业、核能研究机构企业等	美国	2022-04-27		The Equation Group是一个高度复杂的威胁行为者，被其在卡巴斯基实验室的发现者描述为世界上最复杂的网络攻击集团之一，与Stuxnet和Flame的创造者一起行动，但始终处于优势地位	2023-10-17	保留
418	DeathStalker	Evilnum	中国、欧洲	Evilnum的代表性攻击手段是将恶意程序伪装成客户的身份证明文件，欺骗金融公司的工作人员运行这些程序，进而通过植入间谍木马获得受害者主机上的高价值信息。	主要攻击目标为金融科技公司		2022-04-27		ESET分析了Evilnum的操作，这个APT组织制造了恶意软件Evilnum，此前曾在针对金融科技公司的攻击中被发现。尽管上述恶意软件至少从2018年以来就在野外被发现，并在之前有记录，但关于其背后的组织及其运作方式的报道却很少。该组织的目标仍然是金融科技公司，但其工具集和基础设施已经发展，现在由定制的自制恶意软件和从恶意软件即服务(MaaS)提供商Golden Chickens购买的工具组成，后者臭名昭著的客户包括FIN6和Cobalt group。	2023-10-17	保留
421		EvilPost	日本		国防		2022-04-27	NULL	EvilPost组织在2015年11月底针对日本和台湾的高科技、政府、媒体、金融行业发起多次鱼叉式网络钓鱼攻击，并附带利用CVE-2015-1701的恶意Microsoft Word文档。	2022-04-27	保留
424		EvilTraffic					2022-04-27	NULL	CSE Cybsec的恶意软件专家发现了一个被称为EvilTraffic”的大规模广告活动，它利用了数万个被入侵的网站。不法分子利用一些CMS漏洞上传和执行任意的PHP页面，用于通过广告产生收入。	2022-04-27	保留
427		FastCash					2022-04-27		Treasury发现了一个复杂的网络自动取款机取钱活动我们称之为"FASTCash"自2016年底以来，FASTCash一直活跃于非洲和亚洲的银行，远程攻击银行内的支付切换应用服务器，为欺诈交易提供便利，主要涉及atm机，窃取相当于数千万美元的现金。美国联邦调查局(FBI)将此次行动中使用的恶意软件归咎于朝鲜政府。我们预计FASTCash将继续瞄准易受远程攻击的零售支付系统。	2022-11-17	保留
430		FerociousKitten					2022-04-27		Ferocious Kitten 是一个威胁组织，至少从2015年开始，它就主要针对伊朗说波斯语的人	2022-11-11	保留
433		Fin1				俄罗斯	2022-04-27		FireEye首次发现这种行为是在最近对一家金融机构的调查中。他们发现了一个有经济动机的威胁组织FIN1，该组织在该组织的活动可以追溯到几年前。该威胁组织部署了大量恶意文件和实用程序，所有这些都是恶意软件生态系统的一部分，被恶意软件开发者称为Nemesis”，并使用这种恶意软件访问受害者环境，窃取持卡人数据。FIN1,可能位于俄罗斯还是讲俄语的国家根据他们的许多语言设置自定义工具,以窃取数据,很容易从银行等金融服务组织货币化,信用合作社、ATM业务和金融事务处理和金融商业服务公司。	2022-11-17	保留
436		Fin10	加南大	钓鱼邮件	矿物公司、赌场		2022-04-27		FIN10是一个以财务为动机的威胁组织，至少从2013年到2016年，它一直针对北美的组织。该组织利用从受害者那里窃取的数据来敲诈组织。	2022-11-11	保留
439	DEV-0950,Lace Tempest	Fin11					2022-04-27		FIN11是一个成立已久的金融犯罪集团，最近其业务重点是勒索软件和敲诈勒索。该组织自2017年以来一直很活跃，并被UNC902和后来的TEMP.Warlok跟踪。在某些方面，FIN11让人想起APT1;(FireEye) Mandiant也对许多FIN11入侵做出了回应，但我们只观察到该组织在少数情况下成功地通过访问获取了金钱。这可能表明，行为者在其钓鱼行动中撒下了广泛的网，然后根据行业、地理位置或感知的安全状况等特征选择进一步利用哪些受害者。最近，FIN11部署了CLOP勒索软件，并威胁要公布窃取的数据	2024-03-07	保留
442		Fin13				俄罗斯	2022-04-27		自2017年以来，Mandiant一直在跟踪FIN13, FIN13是一个频繁和多样化的以财务为动机的威胁行为者，其活动时间最早可追溯到2016年。虽然他们的行动一直持续到今天，但在许多方面，FIN13的入侵就像过去传统金融网络犯罪的时间胶囊。不同于今天流行的打劫勒索软件团体，FIN13花时间收集信息来进行欺诈性的资金转移。大多数FIN13入侵没有严重依赖于像Cobalt Strike这样的攻击框架，而是大量使用定制的被动后门和工具，潜伏在环境中进行长期的攻击。	2022-11-17	保留
445	Wolf Spider	Fin4	美国	钓鱼邮件	医疗保健、制药、咨询类公司		2022-04-27		FIN4是一个以财务为动机的威胁组织，至少自2013年以来，其目标是与公开金融市场有关的机密信息，特别是与医疗保健和制药公司有关的机密信息。FIN4的独特之处在于，它们不会用典型的持续恶意软件感染受害者，而是专注于捕获授权访问电子邮件和其他非公开通信的凭证。	2022-11-11	保留
448		Fin5		渗透攻击	餐饮、游戏、酒店业		2022-04-27		FIN5是一个以财务为动机的威胁组织，目标是个人身份信息和支付卡信息。该组织至少自2008年以来一直很活跃，目标是餐厅、游戏和酒店行业。这个团体由来自俄罗斯的成员组成。	2022-11-17	保留
451	MageCart Group 6,GOLD FRANKLIN,ITG08,White Giant,SKELETON SPIDER	Fin6	美国	钓鱼邮件	酒店、零售业		2022-04-27		FIN6是一个窃取支付卡数据并在地下市场出售牟利的网络犯罪集团。该集团积极瞄准酒店和零售行业的销售点(PoS)系统，并做出妥协。	2022-11-11	保留
454	Calcium,ITG14,GOLD NIAGARA,CARBON SPIDER,Carbanak,Anunak,JokerStash,Carberp,APT-C-11,Sangria Tempest	Fin7	俄罗斯、美国、德国、中国	通过鱼叉式网络钓鱼电子邮件和滥用各种谷歌服务窃取数据或金钱	针对位于俄罗斯、美国、德国和中国的金融公司进行攻击	乌克兰	2022-04-27		FIN7是一个以财务为动机的威胁组织，自2013年以来一直活跃，主要针对美国零售、餐厅和酒店行业，经常使用销售点恶意软件。FIN7的一部分是由一家名为Combi Security的幌子公司运营的。自2020年以来，FIN7转向了大型游戏狩猎(BGH)的方法，包括使用REvil勒索软件和他们自己的勒索软件作为服务(RaaS)， Darkside。FIN7可能与Carbanak集团有关，但似乎有几个集团使用Carbanak恶意软件，因此被单独跟踪。	2024-01-05	保留
457		Fin8	北美	钓鱼邮件	零售、餐饮、酒店业		2022-04-27		FIN8是一个以财务为动机的集团，目标是零售、酒店和娱乐行业。该行为者之前曾使用下载程序PUNCHBUGGY和POS恶意软件PUNCHTRACK进行过几次量身定制的钓鱼活动。	2022-11-11	保留
460		FlashKitten					2022-04-27		从2016年12月到2018年7月公开披露，这个可疑的伊朗攻击者长期开展SWC活动。与其他以伊朗为基地的组织一样，FLASH KITTEN的目标范围似乎也集中在中东和北非地区。	2022-11-17	保留
463	UNC757,Parisite,PIONEER KITTEN	FoxKitten				伊朗	2022-04-27		Fox Kitten被怀疑与伊朗政府有联系，至少自2017年以来一直活跃在中东、北非、欧洲、澳大利亚和北美的实体。Fox Kitten瞄准多个垂直行业，包括石油和天然气、技术、政府、国防、医疗保健、制造和工程。	2022-11-11	保留
466		FoxyPanda				中国	2022-04-27		针对电信和技术组织的敌对团体。	2022-11-17	保留
469		Frankenstein					2022-04-27	NULL	Frankenstein 是2019年1月至4月期间由未知威胁行为者发起的一场运动。活动名称来源于参与者将几个不相关的部分拼凑在一起的能力。	2022-04-27	保留
472		Fxmsp	中国、美国	利用自定义的远控工具、后门程序以及高级恶意软件对目标网络渗透	针对美国等国家和地区的金融行业如银行、金融机构、支付网关等，同时也会针对其供应商和合作伙伴的安全漏洞进行渗透攻击		2022-04-27		在2017年和2018年，Fxmsp建立了一个可信的代理经销商网络，以促进他们对地下犯罪的破坏。一些已知的Fxmsp ttp包括通过外部可用的远程桌面协议(RDP)服务器和公开的活动目录访问网络环境。最近，这名攻击者声称已经开发了一个窃取证书的僵尸网络，能够感染知名目标，以窃取敏感用户名和密码。Fxmsp声称，开发这种僵尸网络并提高其从安全系统窃取信息的能力是他们的主要目标。	2023-10-17	保留
475	Operation Soft Cell,SoftCell	Gallium					2022-04-27		GALLIUM是一个威胁组织，据信其目标是世界各地的电信供应商，主要是东南亚、欧洲和非洲。为了破坏目标网络，GALLIUM使用公开可用的漏洞来攻击未打补丁的面向互联网的服务，众所周知，它针对的是WildFly/JBoss中的漏洞。	2023-01-04	保留
478		GallMaker	中国、东欧、中东	利用名为 "BISTROMATH" 的后门程序及网络钓鱼渗透到受害者的网络	针对东欧和中东地区的政府机构、科研机构、电信和能源行业等		2022-04-27		Gallmaker是一个以中东地区的受害者为目标的网络间谍组织，至少自2017年12月以来一直活跃。该组织主要针对国防、军事和政府部门的受害者。	2023-10-17	保留
481	Shuckworm,Primitive Bear,ACTINIUM,APT-C-53,Gamaredon Group,APT-Q-82,SectorC08,Armageddon,Winterflounder,Iron Tilden,apt_gamaredon,Hive0051	Gamaredon	中国、乌克兰	通过利用恶意office文档、恶意htm附件、恶意SFX文件等攻击工具组合成三类不同的攻击流程	针对乌克兰地区进行攻击，尝试渗透乌克兰政府、军营、警局等重点机构	俄罗斯	2022-04-27		Gamaredon Group是一个至少自2013年以来一直活跃的威胁组织，其目标是可能与乌克兰政府有关的个人。Gamaredon Group这个名字来自单词Armageddon”的拼写错误，在对手早期的战役中发现了这个错误。	2024-04-29	保留
484	Golden Chickens,Golden Chickens 01,Golden Chickens01	GC01					2022-04-27	NULL	GC01组织在2018年8月至2018年10月之间针对金融业多家公司进行多达九次的鱼叉式网络钓鱼攻击，该组织使用了恶意软件服务提供商Golden Chicken提供的Venom、Taurus和more_eggs后门工具	2022-04-27	保留
487	Golden Chickens,Golden Chickens02,Golden Chickens 02	GC02					2022-04-27	NULL	GC02组织在2017年11月至2018年7月之间针对印度和美国公司进行了五次鱼叉式网络钓鱼攻击，该组织使用了恶意软件服务提供商Golden Chicken提供的Venom、Taurus和more_eggs后门工具	2022-04-27	保留
490		Gcman	全球	利用一些公开和私有的漏洞来渗透到受害者的系统，以网络钓鱼、攻击网站和社交工程等方式欺骗受害者并带入后门程序	针对全球国家和地区的金融、零售、能源、物流等领域攻击	俄罗斯	2022-04-27		GCMAN是一个专门针对银行的威胁组织，目的是将资金转移到电子货币服务。	2023-10-17	保留
493		Gelsemium					2022-04-27		Gelsemium集团至少从2014年开始就很活跃，过去曾有几家安全公司对其进行过描述。Gelsemium的名字来自一个可能的翻译ESET第一次发现在阅读一份报告来自VenusTech被称为狼毒草。它是一种属于明胶线虫科的开花植物的名字，明胶线虫是一种含有有毒化合物的物种，像明胶，明胶线虫和明胶线虫，ESET选择作为这个恶意软件家族的三个组成部分的名称。	2022-11-11	保留
496		GhostJackal					2022-04-27		收录于MISP的APT组织，暂时未有详细分析报告。	2022-11-17	保留
499	Snooping Dragon	GhostNet					2022-04-27		GhostNet最早活跃于2009年3月。GhostNet主要针对达赖喇嘛（西藏独立运动者）和中国西藏机构进行攻击入侵，以达到对藏人机构的监视和信息窃取。GhostNet涉及由1295个受感染主机组成的网络，30%受感染主机被认为是高价值目标，涉及领域包括外交部、政府、非政府组织、新闻媒体等。	2022-11-11	保留
502	UNC1151,TA445,apt_unc1151	GhostWriter	中国、乌克兰、立陶宛、拉脱维亚、波兰、德国	通过鱼叉式网络钓鱼，Cobalt Strike Beacon恶意软件来攻击乌克兰国家实体	针对乌克兰、立陶宛、拉脱维亚、波兰和德国的政府和私营部门实体，以及白俄罗斯持不同政见者、媒体实体和记者	俄罗斯	2022-04-27		Ghostwriter被称为activity set”，通过重叠的行为特征和人物角色将各种事件联系在一起，而不是一个攻击者或群体。	2023-10-17	保留
505		GibberishPanda				中国	2022-04-27			2022-11-17	保留
508		GnosticPlayers					2022-04-27		Gnosticplayers最早活跃于2019年2月。Gnosticplayers主要以窃取用户数据为目标，通过暗网进行出售获利。	2022-11-17	保留
511		GoldBurlap					2022-04-27		GOLD BURLAP是一个以经济为动机的犯罪集团，负责开发Pysa勒索软件，也被称为mespinosa。Pysa是一个跨平台的勒索软件，已知的版本用c++和Python编写。据报道，截至2020年12月，约有50个组织成为Pysa勒索软件攻击的目标。这些经营者利用name and shame”的策略对受害者施加额外的压力。截至2021年1月，CTU的研究人员在地下论坛上没有发现任何Pysa广告，这可能表明它不是作为一种服务勒索软件(RaaS)来运作的。	2022-11-17	保留
514	Shakthak,TA551	GoldCabin					2022-04-27		GOLD CABIN是一个以经济为动机的网络犯罪威胁集团，自2018年以来代表众多客户运营恶意软件分发服务。GOLD CABIN使用恶意文件，通常包含在有密码保护的档案中，通过电子邮件发送来下载和执行有效载荷。第二阶段的有效载荷最常见的是Gozi ISFB (Ursnif)或IcedID (Bokbot)，有时使用像Valak这样的中间恶意软件。GOLD CABIN基础设施依赖于通过域生成算法(DGA)创建的人工出现和频繁变化的url。url驻留一个PHP对象，该对象将恶意软件作为DLL文件返回。	2022-11-11	保留
